01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2021,Azambuja,Município,45-54,,, pessoas,,115.8
2021,Azambuja,Município,55 ou mais anos,,, pessoas,,149.3
2021,Azambuja,Município,Menos de 25 anos,,, pessoas,,79.2
2021,Azambuja,Município,Total,,, pessoas,,616.6
2021,Baião,Município,25-34,,, pessoas,,160.7
2021,Baião,Município,35-44,,, pessoas,,188.3
2021,Baião,Município,45-54,,, pessoas,,246.3
2021,Baião,Município,55 ou mais anos,,, pessoas,,347.3
2021,Baião,Município,Menos de 25 anos,,, pessoas,,129.8
2021,Baião,Município,Total,,, pessoas,,1072.4
2021,Barcelos,Município,25-34,,, pessoas,,441.6
2021,Barcelos,Município,35-44,,, pessoas,,415.0
2021,Barcelos,Município,45-54,,, pessoas,,482.2
2021,Barcelos,Município,55 ou mais anos,,, pessoas,,860.3
2021,Barcelos,Município,Menos de 25 anos,,, pessoas,,277.2
2021,Barcelos,Município,Total,,, pessoas,,2476.3
2021,Barrancos,Município,25-34,,, pessoas,,14.8
2021,Barrancos,Município,35-44,,, pessoas,,19.1
2021,Barrancos,Município,45-54,,, pessoas,,21.7
2021,Barrancos,Município,55 ou mais anos,,, pessoas,,20.0
2021,Barrancos,Município,Menos de 25 anos,,, pessoas,,17.4
2021,Barrancos,Município,Total,,, pessoas,,92.9
2021,Barreiro,Município,25-34,,, pessoas,,747.7
2021,Barreiro,Município,35-44,,, pessoas,,738.1
2021,Barreiro,Município,45-54,,, pessoas,,759.6
2021,Barreiro,Município,55 ou mais anos,,, pessoas,,849.3
2021,Barreiro,Município,Menos de 25 anos,,, pessoas,,348.0
2021,Barreiro,Município,Total,,, pessoas,,3442.7
2021,Batalha,Município,25-34,,, pessoas,,41.8
2021,Batalha,Município,35-44,,, pessoas,,59.1
2021,Batalha,Município,45-54,,, pessoas,,59.0
2021,Batalha,Município,55 ou mais anos,,, pessoas,,86.4
2021,Batalha,Município,Menos de 25 anos,,, pessoas,,38.5
2021,Batalha,Município,Total,,, pessoas,,284.8
2021,Beja,Município,25-34,,, pessoas,,252.3
2021,Beja,Município,35-44,,, pessoas,,237.4
2021,Beja,Município,45-54,,, pessoas,,233.3
2021,Beja,Município,55 ou mais anos,,, pessoas,,247.5
2021,Beja,Município,Menos de 25 anos,,, pessoas,,189.0
2021,Beja,Município,Total,,, pessoas,,1159.4
2021,Belmonte,Município,25-34,,, pessoas,,33.7
2021,Belmonte,Município,35-44,,, pessoas,,44.7
2021,Belmonte,Município,45-54,,, pessoas,,53.3
2021,Belmonte,Município,55 ou mais anos,,, pessoas,,88.8
2021,Belmonte,Município,Menos de 25 anos,,, pessoas,,23.3
2021,Belmonte,Município,Total,,, pessoas,,243.8
2021,Benavente,Município,25-34,,, pessoas,,243.1
2021,Benavente,Município,35-44,,, pessoas,,211.4
2021,Benavente,Município,45-54,,, pessoas,,221.6
2021,Benavente,Município,55 ou mais anos,,, pessoas,,255.3
2021,Benavente,Município,Menos de 25 anos,,, pessoas,,138.9
2021,Benavente,Município,Total,,, pessoas,,1070.3
2021,Bombarral,Município,25-34,,, pessoas,,70.4
2021,Bombarral,Município,35-44,,, pessoas,,90.3
2021,Bombarral,Município,45-54,,, pessoas,,65.9
2021,Bombarral,Município,55 ou mais anos,,, pessoas,,105.5
2021,Bombarral,Município,Menos de 25 anos,,, pessoas,,37.9
2021,Bombarral,Município,Total,,, pessoas,,370.0
2021,Borba,Município,25-34,,, pessoas,,47.6
2021,Borba,Município,35-44,,, pessoas,,47.0
2021,Borba,Município,45-54,,, pessoas,,48.2
2021,Borba,Município,55 ou mais anos,,, pessoas,,37.5
2021,Borba,Município,Menos de 25 anos,,, pessoas,,42.2
2021,Borba,Município,Total,,, pessoas,,222.4
2021,Boticas,Município,25-34,,, pessoas,,33.3
2021,Boticas,Município,35-44,,, pessoas,,20.3
2021,Boticas,Município,45-54,,, pessoas,,28.6
2021,Boticas,Município,55 ou mais anos,,, pessoas,,40.9
2021,Boticas,Município,Menos de 25 anos,,, pessoas,,12.6
2021,Boticas,Município,Total,,, pessoas,,135.6
2021,Braga,Município,25-34,,, pessoas,,1469.3
2021,Braga,Município,35-44,,, pessoas,,1506.2
2021,Braga,Município,45-54,,, pessoas,,1425.3
2021,Braga,Município,55 ou mais anos,,, pessoas,,1724.1
2021,Braga,Município,Menos de 25 anos,,, pessoas,,786.2
2021,Braga,Município,Total,,, pessoas,,6911.0
2021,Bragança,Município,25-34,,, pessoas,,228.8
2021,Bragança,Município,35-44,,, pessoas,,165.8
2021,Bragança,Município,45-54,,, pessoas,,179.9
2021,Bragança,Município,55 ou mais anos,,, pessoas,,195.8
2021,Bragança,Município,Menos de 25 anos,,, pessoas,,142.5
2021,Bragança,Município,Total,,, pessoas,,912.8
2021,Cabeceiras de Basto,Município,25-34,,, pessoas,,118.9
2021,Cabeceiras de Basto,Município,35-44,,, pessoas,,125.6
2021,Cabeceiras de Basto,Município,45-54,,, pessoas,,138.2
2021,Cabeceiras de Basto,Município,55 ou mais anos,,, pessoas,,224.3
2021,Cabeceiras de Basto,Município,Menos de 25 anos,,, pessoas,,113.9
2021,Cabeceiras de Basto,Município,Total,,, pessoas,,720.9
2021,Cadaval,Município,25-34,,, pessoas,,60.3
2021,Cadaval,Município,35-44,,, pessoas,,69.8
2021,Cadaval,Município,45-54,,, pessoas,,86.9
2021,Cadaval,Município,55 ou mais anos,,, pessoas,,108.2
2021,Cadaval,Município,Menos de 25 anos,,, pessoas,,44.9
2021,Cadaval,Município,Total,,, pessoas,,370.1
2021,Caldas da Rainha,Município,25-34,,, pessoas,,317.7
2021,Caldas da Rainha,Município,35-44,,, pessoas,,328.4
2021,Caldas da Rainha,Município,45-54,,, pessoas,,330.2
2021,Caldas da Rainha,Município,55 ou mais anos,,, pessoas,,379.9
2021,Caldas da Rainha,Município,Menos de 25 anos,,, pessoas,,168.0
2021,Caldas da Rainha,Município,Total,,, pessoas,,1524.2
2021,Calheta [R.A.A.],Município,25-34,,, pessoas,x,
2021,Calheta [R.A.A.],Município,35-44,,, pessoas,x,
2021,Calheta [R.A.A.],Município,45-54,,, pessoas,x,
2021,Calheta [R.A.A.],Município,55 ou mais anos,,, pessoas,x,
2021,Calheta [R.A.A.],Município,Menos de 25 anos,,, pessoas,x,
2021,Calheta [R.A.A.],Município,Total,,, pessoas,x,
2021,Calheta [R.A.M.],Município,25-34,,, pessoas,x,
2021,Calheta [R.A.M.],Município,35-44,,, pessoas,x,
2021,Calheta [R.A.M.],Município,45-54,,, pessoas,x,
2021,Calheta [R.A.M.],Município,55 ou mais anos,,, pessoas,x,
2021,Calheta [R.A.M.],Município,Menos de 25 anos,,, pessoas,x,
2021,Calheta [R.A.M.],Município,Total,,, pessoas,x,
2021,Câmara de Lobos,Município,25-34,,, pessoas,x,
2021,Câmara de Lobos,Município,35-44,,, pessoas,x,
2021,Câmara de Lobos,Município,45-54,,, pessoas,x,
2021,Câmara de Lobos,Município,55 ou mais anos,,, pessoas,x,
2021,Câmara de Lobos,Município,Menos de 25 anos,,, pessoas,x,
2021,Câmara de Lobos,Município,Total,,, pessoas,x,
2021,Caminha,Município,25-34,,, pessoas,,71.8
2021,Caminha,Município,35-44,,, pessoas,,70.1
2021,Caminha,Município,45-54,,, pessoas,,82.4
2021,Caminha,Município,55 ou mais anos,,, pessoas,,115.6
2021,Caminha,Município,Menos de 25 anos,,, pessoas,,33.9
2021,Caminha,Município,Total,,, pessoas,,373.8
2021,Campo Maior,Município,25-34,,, pessoas,,91.7
2021,Campo Maior,Município,35-44,,, pessoas,,90.8
2021,Campo Maior,Município,45-54,,, pessoas,,72.1
2021,Campo Maior,Município,55 ou mais anos,,, pessoas,,106.4
2021,Campo Maior,Município,Menos de 25 anos,,, pessoas,,55.0
2021,Campo Maior,Município,Total,,, pessoas,,416.0
2021,Cantanhede,Município,25-34,,, pessoas,,149.9
2021,Cantanhede,Município,35-44,,, pessoas,,160.3
2021,Cantanhede,Município,45-54,,, pessoas,,141.3
2021,Cantanhede,Município,55 ou mais anos,,, pessoas,,263.1
2021,Cantanhede,Município,Menos de 25 anos,,, pessoas,,98.2
2021,Cantanhede,Município,Total,,, pessoas,,812.8
2021,Carrazeda de Ansiães,Município,25-34,,, pessoas,,43.7
2021,Carrazeda de Ansiães,Município,35-44,,, pessoas,,52.8
2021,Carrazeda de Ansiães,Município,45-54,,, pessoas,,45.7
2021,Carrazeda de Ansiães,Município,55 ou mais anos,,, pessoas,,48.9
2021,Carrazeda de Ansiães,Município,Menos de 25 anos,,, pessoas,,21.4
2021,Carrazeda de Ansiães,Município,Total,,, pessoas,,212.4
2021,Carregal do Sal,Município,25-34,,, pessoas,,47.8
2021,Carregal do Sal,Município,35-44,,, pessoas,,57.0
2021,Carregal do Sal,Município,45-54,,, pessoas,,45.5
2021,Carregal do Sal,Município,55 ou mais anos,,, pessoas,,79.8
2021,Carregal do Sal,Município,Menos de 25 anos,,, pessoas,,29.1
2021,Carregal do Sal,Município,Total,,, pessoas,,259.2
2021,Cartaxo,Município,25-34,,, pessoas,,122.8
2021,Cartaxo,Município,35-44,,, pessoas,,140.7
2021,Cartaxo,Município,45-54,,, pessoas,,121.4
2021,Cartaxo,Município,55 ou mais anos,,, pessoas,,148.9
2021,Cartaxo,Município,Menos de 25 anos,,, pessoas,,64.3
2021,Cartaxo,Município,Total,,, pessoas,,598.1
2021,Cascais,Município,25-34,,, pessoas,,1519.6
2021,Cascais,Município,35-44,,, pessoas,,1700.4
2021,Cascais,Município,45-54,,, pessoas,,1851.8
2021,Cascais,Município,55 ou mais anos,,, pessoas,,2184.8
2021,Cascais,Município,Menos de 25 anos,,, pessoas,,717.8
2021,Cascais,Município,Total,,, pessoas,,7974.5
2021,Castanheira de Pêra,Município,25-34,,, pessoas,,11.9
2021,Castanheira de Pêra,Município,35-44,,, pessoas,,6.9
2021,Castanheira de Pêra,Município,45-54,,, pessoas,,12.3
2021,Castanheira de Pêra,Município,55 ou mais anos,,, pessoas,,26.5
2021,Castanheira de Pêra,Município,Menos de 25 anos,,, pessoas,,10.4
2021,Castanheira de Pêra,Município,Total,,, pessoas,,68.0
2021,Castelo Branco,Município,25-34,,, pessoas,,285.2
2021,Castelo Branco,Município,35-44,,, pessoas,,289.1
2021,Castelo Branco,Município,45-54,,, pessoas,,313.3
2021,Castelo Branco,Município,55 ou mais anos,,, pessoas,,499.4
2021,Castelo Branco,Município,Menos de 25 anos,,, pessoas,,182.3
2021,Castelo Branco,Município,Total,,, pessoas,,1569.3
2021,Castelo de Paiva,Município,25-34,,, pessoas,,104.4
2021,Castelo de Paiva,Município,35-44,,, pessoas,,98.8
2021,Castelo de Paiva,Município,45-54,,, pessoas,,158.4
2021,Castelo de Paiva,Município,55 ou mais anos,,, pessoas,,236.1
2021,Castelo de Paiva,Município,Menos de 25 anos,,, pessoas,,96.6
2021,Castelo de Paiva,Município,Total,,, pessoas,,694.3
2021,Castelo de Vide,Município,25-34,,, pessoas,,19.2
2021,Castelo de Vide,Município,35-44,,, pessoas,,15.8
2021,Castelo de Vide,Município,45-54,,, pessoas,,10.8
2021,Castelo de Vide,Município,55 ou mais anos,,, pessoas,,19.8
2021,Castelo de Vide,Município,Menos de 25 anos,,, pessoas,,7.8
2021,Castelo de Vide,Município,Total,,, pessoas,,73.5
2021,Castro Daire,Município,25-34,,, pessoas,,78.1
2021,Castro Daire,Município,35-44,,, pessoas,,89.2
2021,Castro Daire,Município,45-54,,, pessoas,,112.5
2021,Castro Daire,Município,55 ou mais anos,,, pessoas,,184.7
2021,Castro Daire,Município,Menos de 25 anos,,, pessoas,,83.2
2021,Castro Daire,Município,Total,,, pessoas,,547.6
2021,Castro Marim,Município,25-34,,, pessoas,,59.5
2021,Castro Marim,Município,35-44,,, pessoas,,47.3
2021,Castro Marim,Município,45-54,,, pessoas,,47.3
2021,Castro Marim,Município,55 ou mais anos,,, pessoas,,55.2
2021,Castro Marim,Município,Menos de 25 anos,,, pessoas,,34.3
2021,Castro Marim,Município,Total,,, pessoas,,243.4
2021,Castro Verde,Município,25-34,,, pessoas,,43.3
2021,Castro Verde,Município,35-44,,, pessoas,,40.4
2021,Castro Verde,Município,45-54,,, pessoas,,41.2
2021,Castro Verde,Município,55 ou mais anos,,, pessoas,,51.8
2021,Castro Verde,Município,Menos de 25 anos,,, pessoas,,32.0
2021,Castro Verde,Município,Total,,, pessoas,,208.8
2021,Celorico da Beira,Município,25-34,,, pessoas,,50.4
2021,Celorico da Beira,Município,35-44,,, pessoas,,40.1
2021,Celorico da Beira,Município,45-54,,, pessoas,,42.2
2021,Celorico da Beira,Município,55 ou mais anos,,, pessoas,,69.8
2021,Celorico da Beira,Município,Menos de 25 anos,,, pessoas,,28.2
2021,Celorico da Beira,Município,Total,,, pessoas,,230.6
2021,Celorico de Basto,Município,25-34,,, pessoas,,115.3
2021,Celorico de Basto,Município,35-44,,, pessoas,,126.4
2021,Celorico de Basto,Município,45-54,,, pessoas,,166.2
2021,Celorico de Basto,Município,55 ou mais anos,,, pessoas,,302.1
2021,Celorico de Basto,Município,Menos de 25 anos,,, pessoas,,98.5
2021,Celorico de Basto,Município,Total,,, pessoas,,808.4
2021,Chamusca,Município,25-34,,, pessoas,,37.1
2021,Chamusca,Município,35-44,,, pessoas,,38.3
2021,Chamusca,Município,45-54,,, pessoas,,40.8
2021,Chamusca,Município,55 ou mais anos,,, pessoas,,59.3
2021,Chamusca,Município,Menos de 25 anos,,, pessoas,,24.0
2021,Chamusca,Município,Total,,, pessoas,,199.6
2021,Chaves,Município,25-34,,, pessoas,,276.9
2021,Chaves,Município,35-44,,, pessoas,,272.1
2021,Chaves,Município,45-54,,, pessoas,,276.8
2021,Chaves,Município,55 ou mais anos,,, pessoas,,446.0
2021,Chaves,Município,Menos de 25 anos,,, pessoas,,162.4
2021,Chaves,Município,Total,,, pessoas,,1434.3
2021,Cinfães,Município,25-34,,, pessoas,,127.3
2021,Cinfães,Município,35-44,,, pessoas,,152.5
2021,Cinfães,Município,45-54,,, pessoas,,224.0
2021,Cinfães,Município,55 ou mais anos,,, pessoas,,310.7
2021,Cinfães,Município,Menos de 25 anos,,, pessoas,,109.9
2021,Cinfães,Município,Total,,, pessoas,,924.3
2021,Coimbra,Município,25-34,,, pessoas,,1089.9
2021,Coimbra,Município,35-44,,, pessoas,,937.9
2021,Coimbra,Município,45-54,,, pessoas,,884.8
2021,Coimbra,Município,55 ou mais anos,,, pessoas,,1066.0
2021,Coimbra,Município,Menos de 25 anos,,, pessoas,,497.0
2021,Coimbra,Município,Total,,, pessoas,,4475.6
2021,Condeixa-a-Nova,Município,25-34,,, pessoas,,80.4
2021,Condeixa-a-Nova,Município,35-44,,, pessoas,,75.6
2021,Condeixa-a-Nova,Município,45-54,,, pessoas,,76.6
2021,Condeixa-a-Nova,Município,55 ou mais anos,,, pessoas,,82.3
2021,Condeixa-a-Nova,Município,Menos de 25 anos,,, pessoas,,45.3
2021,Condeixa-a-Nova,Município,Total,,, pessoas,,360.1
2021,Constância,Município,25-34,,, pessoas,,25.8
2021,Constância,Município,35-44,,, pessoas,,19.3
2021,Constância,Município,45-54,,, pessoas,,29.3
2021,Constância,Município,55 ou mais anos,,, pessoas,,25.5
2021,Constância,Município,Menos de 25 anos,,, pessoas,,17.7
2021,Constância,Município,Total,,, pessoas,,117.6
2021,Coruche,Município,25-34,,, pessoas,,111.8
2021,Coruche,Município,35-44,,, pessoas,,100.6
2021,Coruche,Município,45-54,,, pessoas,,119.6
2021,Coruche,Município,55 ou mais anos,,, pessoas,,171.3
2021,Coruche,Município,Menos de 25 anos,,, pessoas,,78.3
2021,Coruche,Município,Total,,, pessoas,,581.6
2021,Corvo,Município,25-34,,, pessoas,x,
2021,Corvo,Município,35-44,,, pessoas,x,
2021,Corvo,Município,45-54,,, pessoas,x,
2021,Corvo,Município,55 ou mais anos,,, pessoas,x,
2021,Corvo,Município,Menos de 25 anos,,, pessoas,x,
2021,Corvo,Município,Total,,, pessoas,x,
2021,Covilhã,Município,25-34,,, pessoas,,285.1
2021,Covilhã,Município,35-44,,, pessoas,,281.3
2021,Covilhã,Município,45-54,,, pessoas,,317.1
2021,Covilhã,Município,55 ou mais anos,,, pessoas,,450.5
2021,Covilhã,Município,Menos de 25 anos,,, pessoas,,176.6
2021,Covilhã,Município,Total,,, pessoas,,1510.6
2021,Crato,Município,25-34,,, pessoas,,22.6
2021,Crato,Município,35-44,,, pessoas,,15.7
2021,Crato,Município,45-54,,, pessoas,,37.4
2021,Crato,Município,55 ou mais anos,,, pessoas,,33.7
2021,Crato,Município,Menos de 25 anos,,, pessoas,,18.3
2021,Crato,Município,Total,,, pessoas,,127.6
2021,Cuba,Município,25-34,,, pessoas,,34.3
2021,Cuba,Município,35-44,,, pessoas,,31.4
2021,Cuba,Município,45-54,,, pessoas,,40.8
2021,Cuba,Município,55 ou mais anos,,, pessoas,,32.4
2021,Cuba,Município,Menos de 25 anos,,, pessoas,,28.9
2021,Cuba,Município,Total,,, pessoas,,167.8
2021,Elvas,Município,25-34,,, pessoas,,191.3
2021,Elvas,Município,35-44,,, pessoas,,230.6
2021,Elvas,Município,45-54,,, pessoas,,218.1
2021,Elvas,Município,55 ou mais anos,,, pessoas,,234.5
2021,Elvas,Município,Menos de 25 anos,,, pessoas,,138.3
2021,Elvas,Município,Total,,, pessoas,,1012.8
2021,Entroncamento,Município,25-34,,, pessoas,,124.1
2021,Entroncamento,Município,35-44,,, pessoas,,128.5
2021,Entroncamento,Município,45-54,,, pessoas,,113.5
2021,Entroncamento,Município,55 ou mais anos,,, pessoas,,94.4
2021,Entroncamento,Município,Menos de 25 anos,,, pessoas,,71.8
2021,Entroncamento,Município,Total,,, pessoas,,532.3
2021,Espinho,Município,25-34,,, pessoas,,259.8
2021,Espinho,Município,35-44,,, pessoas,,320.6
2021,Espinho,Município,45-54,,, pessoas,,345.3
2021,Espinho,Município,55 ou mais anos,,, pessoas,,505.1
2021,Espinho,Município,Menos de 25 anos,,, pessoas,,162.2
2021,Espinho,Município,Total,,, pessoas,,1592.9
2021,Esposende,Município,25-34,,, pessoas,,126.1
2021,Esposende,Município,35-44,,, pessoas,,157.0
2021,Esposende,Município,45-54,,, pessoas,,157.0
2021,Esposende,Município,55 ou mais anos,,, pessoas,,223.8
2021,Esposende,Município,Menos de 25 anos,,, pessoas,,73.3
2021,Esposende,Município,Total,,, pessoas,,737.2
2021,Estarreja,Município,25-34,,, pessoas,,175.9
2021,Estarreja,Município,35-44,,, pessoas,,157.1
2021,Estarreja,Município,45-54,,, pessoas,,157.8
2021,Estarreja,Município,55 ou mais anos,,, pessoas,,248.0
2021,Estarreja,Município,Menos de 25 anos,,, pessoas,,102.4
2021,Estarreja,Município,Total,,, pessoas,,841.2
2021,Estremoz,Município,25-34,,, pessoas,,104.9
2021,Estremoz,Município,35-44,,, pessoas,,63.9
2021,Estremoz,Município,45-54,,, pessoas,,68.8
2021,Estremoz,Município,55 ou mais anos,,, pessoas,,65.5
2021,Estremoz,Município,Menos de 25 anos,,, pessoas,,55.7
2021,Estremoz,Município,Total,,, pessoas,,358.8
2021,Évora,Município,25-34,,, pessoas,,391.8
2021,Évora,Município,35-44,,, pessoas,,362.8
2021,Évora,Município,45-54,,, pessoas,,341.8
2021,Évora,Município,55 ou mais anos,,, pessoas,,357.9
2021,Évora,Município,Menos de 25 anos,,, pessoas,,231.8
2021,Évora,Município,Total,,, pessoas,,1686.0
2021,Fafe,Município,25-34,,, pessoas,,342.4
2021,Fafe,Município,35-44,,, pessoas,,352.2
2021,Fafe,Município,45-54,,, pessoas,,406.4
2021,Fafe,Município,55 ou mais anos,,, pessoas,,729.3
2021,Fafe,Município,Menos de 25 anos,,, pessoas,,213.9
2021,Fafe,Município,Total,,, pessoas,,2044.2
2021,Faro,Município,25-34,,, pessoas,,673.6
2021,Faro,Município,35-44,,, pessoas,,634.3
2021,Faro,Município,45-54,,, pessoas,,505.3
2021,Faro,Município,55 ou mais anos,,, pessoas,,519.0
2021,Faro,Município,Menos de 25 anos,,, pessoas,,347.6
2021,Faro,Município,Total,,, pessoas,,2679.8
2021,Felgueiras,Município,25-34,,, pessoas,,357.0
2021,Felgueiras,Município,35-44,,, pessoas,,354.8
2021,Felgueiras,Município,45-54,,, pessoas,,425.1
2021,Felgueiras,Município,55 ou mais anos,,, pessoas,,818.1
2021,Felgueiras,Município,Menos de 25 anos,,, pessoas,,262.6
2021,Felgueiras,Município,Total,,, pessoas,,2217.5
2021,Ferreira do Alentejo,Município,25-34,,, pessoas,,60.3
2021,Ferreira do Alentejo,Município,35-44,,, pessoas,,52.9
2021,Ferreira do Alentejo,Município,45-54,,, pessoas,,47.7
2021,Ferreira do Alentejo,Município,55 ou mais anos,,, pessoas,,68.6
2021,Ferreira do Alentejo,Município,Menos de 25 anos,,, pessoas,,27.7
2021,Ferreira do Alentejo,Município,Total,,, pessoas,,257.1
2021,Ferreira do Zêzere,Município,25-34,,, pessoas,,23.3
2021,Ferreira do Zêzere,Município,35-44,,, pessoas,,19.9
2021,Ferreira do Zêzere,Município,45-54,,, pessoas,,23.6
2021,Ferreira do Zêzere,Município,55 ou mais anos,,, pessoas,,28.2
2021,Ferreira do Zêzere,Município,Menos de 25 anos,,, pessoas,,15.1
2021,Ferreira do Zêzere,Município,Total,,, pessoas,,110.0
2021,Figueira da Foz,Município,25-34,,, pessoas,,489.3
2021,Figueira da Foz,Município,35-44,,, pessoas,,500.8
2021,Figueira da Foz,Município,45-54,,, pessoas,,534.8
2021,Figueira da Foz,Município,55 ou mais anos,,, pessoas,,648.2
2021,Figueira da Foz,Município,Menos de 25 anos,,, pessoas,,275.3
2021,Figueira da Foz,Município,Total,,, pessoas,,2448.3
2021,Figueira de Castelo Rodrigo,Município,25-34,,, pessoas,,47.2
2021,Figueira de Castelo Rodrigo,Município,35-44,,, pessoas,,39.3
2021,Figueira de Castelo Rodrigo,Município,45-54,,, pessoas,,29.6
2021,Figueira de Castelo Rodrigo,Município,55 ou mais anos,,, pessoas,,41.8
2021,Figueira de Castelo Rodrigo,Município,Menos de 25 anos,,, pessoas,,33.5
2021,Figueira de Castelo Rodrigo,Município,Total,,, pessoas,,191.3
2021,Figueiró dos Vinhos,Município,25-34,,, pessoas,,29.2
2021,Figueiró dos Vinhos,Município,35-44,,, pessoas,,26.4
2021,Figueiró dos Vinhos,Município,45-54,,, pessoas,,32.9
2021,Figueiró dos Vinhos,Município,55 ou mais anos,,, pessoas,,57.3
2021,Figueiró dos Vinhos,Município,Menos de 25 anos,,, pessoas,,19.8
2021,Figueiró dos Vinhos,Município,Total,,, pessoas,,165.6
2021,Fornos de Algodres,Município,25-34,,, pessoas,,26.0
2021,Fornos de Algodres,Município,35-44,,, pessoas,,23.8
2021,Fornos de Algodres,Município,45-54,,, pessoas,,27.6
2021,Fornos de Algodres,Município,55 ou mais anos,,, pessoas,,35.8
2021,Fornos de Algodres,Município,Menos de 25 anos,,, pessoas,,18.1
2021,Fornos de Algodres,Município,Total,,, pessoas,,131.3
2021,Freixo de Espada à Cinta,Município,25-34,,, pessoas,,39.1
2021,Freixo de Espada à Cinta,Município,35-44,,, pessoas,,36.6
2021,Freixo de Espada à Cinta,Município,45-54,,, pessoas,,32.5
2021,Freixo de Espada à Cinta,Município,55 ou mais anos,,, pessoas,,39.1
2021,Freixo de Espada à Cinta,Município,Menos de 25 anos,,, pessoas,,23.1
2021,Freixo de Espada à Cinta,Município,Total,,, pessoas,,170.3
2021,Fronteira,Município,25-34,,, pessoas,,24.0
2021,Fronteira,Município,35-44,,, pessoas,,28.2
2021,Fronteira,Município,45-54,,, pessoas,,17.8
2021,Fronteira,Município,55 ou mais anos,,, pessoas,,33.9
2021,Fronteira,Município,Menos de 25 anos,,, pessoas,,19.3
2021,Fronteira,Município,Total,,, pessoas,,123.1
2021,Funchal,Município,25-34,,, pessoas,x,
2021,Funchal,Município,35-44,,, pessoas,x,
2021,Funchal,Município,45-54,,, pessoas,x,
2021,Funchal,Município,55 ou mais anos,,, pessoas,x,
2021,Funchal,Município,Menos de 25 anos,,, pessoas,x,
2021,Funchal,Município,Total,,, pessoas,x,
2021,Fundão,Município,25-34,,, pessoas,,106.5
2021,Fundão,Município,35-44,,, pessoas,,138.8
2021,Fundão,Município,45-54,,, pessoas,,135.7
2021,Fundão,Município,55 ou mais anos,,, pessoas,,272.0
2021,Fundão,Município,Menos de 25 anos,,, pessoas,,91.0
2021,Fundão,Município,Total,,, pessoas,,743.9
2021,Gavião,Município,25-34,,, pessoas,,16.4
2021,Gavião,Município,35-44,,, pessoas,,16.1
2021,Gavião,Município,45-54,,, pessoas,,23.8
2021,Gavião,Município,55 ou mais anos,,, pessoas,,15.0
2021,Gavião,Município,Menos de 25 anos,,, pessoas,,14.3
2021,Gavião,Município,Total,,, pessoas,,85.5
2021,Góis,Município,25-34,,, pessoas,,16.4
2021,Góis,Município,35-44,,, pessoas,,18.3
2021,Góis,Município,45-54,,, pessoas,,20.8
2021,Góis,Município,55 ou mais anos,,, pessoas,,40.2
2021,Góis,Município,Menos de 25 anos,,, pessoas,,22.9
2021,Góis,Município,Total,,, pessoas,,118.5
2021,Golegã,Município,25-34,,, pessoas,,18.8
2021,Golegã,Município,35-44,,, pessoas,,19.9
2021,Golegã,Município,45-54,,, pessoas,,27.6
2021,Golegã,Município,55 ou mais anos,,, pessoas,,16.3
2021,Golegã,Município,Menos de 25 anos,,, pessoas,,12.5
2021,Golegã,Município,Total,,, pessoas,,95.1
2021,Gondomar,Município,25-34,,, pessoas,,1470.6
2021,Gondomar,Município,35-44,,, pessoas,,1474.3
2021,Gondomar,Município,45-54,,, pessoas,,1681.8
2021,Gondomar,Município,55 ou mais anos,,, pessoas,,1996.8
2021,Gondomar,Município,Menos de 25 anos,,, pessoas,,951.8
2021,Gondomar,Município,Total,,, pessoas,,7575.3
2021,Gouveia,Município,25-34,,, pessoas,,87.3
2021,Gouveia,Município,35-44,,, pessoas,,74.1
2021,Gouveia,Município,45-54,,, pessoas,,75.4
2021,Gouveia,Município,55 ou mais anos,,, pessoas,,91.3
2021,Gouveia,Município,Menos de 25 anos,,, pessoas,,68.3
2021,Gouveia,Município,Total,,, pessoas,,396.3
2021,Grândola,Município,25-34,,, pessoas,,53.2
2021,Grândola,Município,35-44,,, pessoas,,62.8
2021,Grândola,Município,45-54,,, pessoas,,56.4
2021,Grândola,Município,55 ou mais anos,,, pessoas,,83.5
2021,Grândola,Município,Menos de 25 anos,,, pessoas,,25.2
2021,Grândola,Município,Total,,, pessoas,,281.1
2021,Guarda,Município,25-34,,, pessoas,,237.5
2021,Guarda,Município,35-44,,, pessoas,,256.9
2021,Guarda,Município,45-54,,, pessoas,,214.8
2021,Guarda,Município,55 ou mais anos,,, pessoas,,318.4
2021,Guarda,Município,Menos de 25 anos,,, pessoas,,159.0
2021,Guarda,Município,Total,,, pessoas,,1186.6
2021,Guimarães,Município,25-34,,, pessoas,,909.8
2021,Guimarães,Município,35-44,,, pessoas,,1019.8
2021,Guimarães,Município,45-54,,, pessoas,,1295.8
2021,Guimarães,Município,55 ou mais anos,,, pessoas,,2425.7
2021,Guimarães,Município,Menos de 25 anos,,, pessoas,,513.8
2021,Guimarães,Município,Total,,, pessoas,,6164.7
2021,Horta,Município,25-34,,, pessoas,x,
2021,Horta,Município,35-44,,, pessoas,x,
2021,Horta,Município,45-54,,, pessoas,x,
2021,Horta,Município,55 ou mais anos,,, pessoas,x,
2021,Horta,Município,Menos de 25 anos,,, pessoas,x,
2021,Horta,Município,Total,,, pessoas,x,
2021,Idanha-a-Nova,Município,25-34,,, pessoas,,52.7
